ID;correct_resp;first_acc;first_resp;first_rt;trial_type;seq_code;triplet_type;epoch;pred_error;stimulation
401;2;1;2;262;R;1;L;1;0;tacs
401;3;0;4;292;P;1;H;1;0;tacs
401;2;1;2;355;R;1;T;1;0;tacs
401;4;1;4;365;P;1;H;1;0;tacs
401;4;1;4;359;R;1;L;1;0;tacs
401;1;1;1;321;P;1;H;1;0;tacs
401;2;1;2;317;R;1;L;1;1;tacs
401;2;1;2;328;P;1;H;1;0;tacs
401;3;1;3;259;R;1;H;1;1;tacs
401;3;1;3;322;P;1;H;1;0;tacs
401;1;1;1;334;R;1;L;1;0;tacs
401;4;0;1;153;P;1;H;1;0;tacs
401;4;0;3;292;R;1;L;1;0;tacs
401;2;1;2;327;P;1;H;1;0;tacs
401;4;1;4;451;R;1;T;1;0;tacs
401;3;0;4;425;P;1;H;1;0;tacs
401;1;1;1;333;R;1;H;1;0;tacs
401;4;1;4;424;P;1;H;1;0;tacs
401;3;1;3;304;R;1;L;1;0;tacs
401;1;1;1;364;P;1;H;1;0;tacs
401;1;1;1;310;R;1;L;1;0;tacs
401;2;1;2;370;P;1;H;1;1;tacs
401;2;1;2;380;R;1;H;1;0;tacs
401;3;1;3;388;P;1;H;1;0;tacs
401;1;1;1;365;R;1;L;1;0;tacs
401;4;0;3;311;P;1;H;1;0;tacs
401;3;0;2;391;R;1;L;1;0;tacs
401;1;1;1;456;P;1;H;1;0;tacs
401;4;1;4;333;R;1;H;1;0;tacs
401;2;1;2;344;P;1;H;1;0;tacs
401;4;0;3;275;R;1;T;1;1;tacs
401;3;1;3;693;P;1;H;1;0;tacs
401;4;1;4;401;R;1;T;1;1;tacs
401;4;0;3;345;P;1;H;1;0;tacs
401;4;1;4;279;R;1;R;1;0;tacs
401;1;1;1;324;P;1;H;1;1;tacs
401;1;1;1;320;R;1;H;1;0;tacs
401;2;1;2;331;P;1;H;1;0;tacs
401;1;1;1;310;R;1;T;1;0;tacs
401;3;1;3;371;P;1;H;1;0;tacs
401;1;1;1;316;R;1;T;1;0;tacs
401;4;0;3;344;P;1;H;1;0;tacs
401;1;1;1;345;R;1;T;1;1;tacs
401;1;1;1;276;P;1;H;1;0;tacs
401;2;1;2;353;R;1;H;1;1;tacs
401;2;1;2;300;P;1;H;1;0;tacs
401;4;1;4;296;R;1;L;1;0;tacs
401;3;1;3;437;P;1;H;1;0;tacs
401;3;1;3;443;R;1;L;1;0;tacs
401;4;1;4;290;P;1;H;1;1;tacs
401;4;1;4;319;R;1;H;1;0;tacs
401;1;0;2;267;P;1;H;1;0;tacs
401;4;1;4;412;R;1;T;1;0;tacs
401;2;1;2;499;P;1;H;1;0;tacs
401;2;1;2;327;R;1;L;1;0;tacs
401;3;1;3;451;P;1;H;1;0;tacs
401;4;0;3;9;R;1;L;1;0;tacs
401;4;1;4;260;P;1;H;1;0;tacs
401;2;1;2;483;R;1;L;1;0;tacs
401;1;0;2;296;P;1;H;1;0;tacs
401;1;1;1;328;R;1;L;1;0;tacs
401;2;0;3;451;P;1;H;1;0;tacs
401;1;1;1;446;R;1;T;1;0;tacs
401;3;1;3;484;P;1;H;1;0;tacs
401;2;1;2;393;R;1;H;1;0;tacs
401;4;1;4;353;P;1;H;1;0;tacs
401;2;1;2;476;R;1;T;1;0;tacs
401;1;1;1;353;P;1;H;1;0;tacs
401;4;1;4;427;R;1;L;1;0;tacs
401;2;1;2;370;P;1;H;1;0;tacs
401;2;1;2;428;R;1;L;1;0;tacs
401;3;0;4;323;P;1;H;1;0;tacs
401;2;0;1;325;R;1;T;1;0;tacs
401;4;1;4;390;P;1;H;1;0;tacs
401;1;1;1;286;R;1;L;1;1;tacs
401;1;1;1;364;P;1;H;1;0;tacs
401;4;1;4;421;R;1;L;1;0;tacs
401;2;1;2;284;P;1;H;1;0;tacs
401;4;1;4;346;R;1;T;1;0;tacs
401;3;0;2;308;P;1;H;1;0;tacs
401;4;1;4;403;R;1;T;1;1;tacs
401;4;1;4;235;P;1;H;1;0;tacs
401;3;1;3;426;R;1;L;1;0;tacs
401;1;1;1;369;P;1;H;1;0;tacs
401;2;0;1;187;R;1;L;1;0;tacs
401;2;0;4;326;P;1;H;1;0;tacs
401;4;1;4;323;R;1;L;1;0;tacs
401;3;0;2;319;P;1;H;1;0;tacs
401;2;1;2;447;R;1;L;1;0;tacs
401;4;1;4;373;P;1;H;1;0;tacs
401;4;1;4;340;R;1;L;1;0;tacs
401;2;1;2;319;P;1;H;1;0;tacs
401;3;1;3;314;R;1;L;1;1;tacs
401;3;1;3;374;P;1;H;1;0;tacs
401;3;1;3;384;R;1;R;1;0;tacs
401;4;1;4;296;P;1;H;1;0;tacs
401;1;0;4;197;R;1;L;1;0;tacs
401;1;1;1;345;P;1;H;1;0;tacs
401;2;1;2;372;R;1;H;1;1;tacs
401;2;1;2;509;P;1;H;1;0;tacs
401;1;1;1;401;R;1;L;1;0;tacs
401;3;0;2;409;P;1;H;1;0;tacs
401;3;1;3;296;R;1;L;1;0;tacs
401;4;1;4;293;P;1;H;1;0;tacs
401;1;1;1;370;R;1;L;1;1;tacs
401;1;1;1;315;P;1;H;1;0;tacs
401;3;1;3;535;R;1;L;1;0;tacs
401;2;1;2;329;P;1;H;1;0;tacs
401;4;1;4;356;R;1;H;1;0;tacs
401;3;1;3;478;P;1;H;1;0;tacs
401;1;1;1;355;R;1;H;1;0;tacs
401;4;1;4;429;P;1;H;1;0;tacs
401;3;1;3;420;R;1;L;1;0;tacs
401;1;1;1;347;P;1;H;1;0;tacs
401;1;1;1;389;R;1;L;1;0;tacs
401;2;1;2;398;P;1;H;1;0;tacs
401;4;1;4;294;R;1;L;1;0;tacs
401;3;1;3;323;P;1;H;1;0;tacs
401;4;0;3;414;R;1;T;1;0;tacs
401;4;1;4;428;P;1;H;1;0;tacs
401;4;1;4;291;R;1;R;1;0;tacs
401;1;1;1;320;P;1;H;1;1;tacs
401;1;1;1;236;R;1;H;1;0;tacs
401;2;1;2;443;P;1;H;1;0;tacs
401;1;1;1;450;R;1;T;1;0;tacs
401;3;1;3;471;P;1;H;1;0;tacs
401;1;1;1;317;R;1;T;1;0;tacs
401;4;1;4;408;P;1;H;1;0;tacs
401;4;1;4;384;R;1;L;1;0;tacs
401;1;1;1;313;P;1;H;1;0;tacs
401;4;1;4;389;R;1;T;1;0;tacs
401;2;1;2;366;P;1;H;1;0;tacs
401;3;1;3;327;R;1;L;1;1;tacs
401;3;0;4;258;P;1;H;1;0;tacs
401;1;1;1;322;R;1;L;1;0;tacs
401;4;1;4;381;P;1;H;1;0;tacs
401;4;1;4;406;R;1;L;1;0;tacs
401;1;1;1;414;P;1;H;1;0;tacs
401;3;1;3;453;R;1;L;1;0;tacs
401;2;1;2;379;P;1;H;1;0;tacs
401;1;1;1;372;R;1;L;1;0;tacs
401;3;0;4;398;P;1;H;1;0;tacs
401;2;1;2;497;R;1;H;1;0;tacs
401;4;1;4;324;P;1;H;1;0;tacs
401;4;1;4;384;R;1;L;1;0;tacs
401;1;1;1;425;P;1;H;1;0;tacs
401;2;0;3;352;R;1;L;1;0;tacs
401;2;1;2;383;P;1;H;1;0;tacs
401;1;1;1;488;R;1;L;1;0;tacs
401;3;1;3;604;P;1;H;1;0;tacs
401;4;1;4;299;R;1;L;1;1;tacs
401;4;1;4;392;P;1;H;1;0;tacs
401;2;1;2;385;R;1;L;1;0;tacs
401;1;1;1;441;P;1;H;1;0;tacs
401;1;1;1;400;R;1;L;1;0;tacs
401;2;1;2;392;P;1;H;1;0;tacs
401;4;1;4;577;R;1;L;1;0;tacs
401;3;1;3;338;P;1;H;1;0;tacs
401;4;1;4;445;R;1;T;1;1;tacs
401;4;1;4;387;P;1;H;1;0;tacs
401;4;1;4;363;R;1;R;1;0;tacs
401;1;1;1;341;P;1;H;1;0;tacs
401;2;1;2;448;R;1;L;1;1;tacs
401;2;1;2;342;P;1;H;1;0;tacs
401;1;0;2;353;R;1;L;1;0;tacs
401;3;1;3;420;P;1;H;1;0;tacs
401;4;1;4;396;R;1;L;1;1;tacs
401;4;1;4;404;P;1;H;1;0;tacs
401;1;1;1;358;R;1;L;1;0;tacs
401;2;1;2;560;P;1;H;1;0;tacs
401;4;1;4;386;R;1;L;1;0;tacs
401;3;1;3;299;P;1;H;1;0;tacs
401;1;1;1;423;R;1;H;1;0;tacs
401;4;1;4;430;P;1;H;1;0;tacs
401;3;1;3;405;R;1;L;1;0;tacs
401;1;1;1;429;P;1;H;1;0;tacs
401;1;1;1;356;R;1;L;1;0;tacs
401;2;1;2;414;P;1;H;1;0;tacs
401;1;1;1;517;R;1;T;1;0;tacs
401;3;1;3;472;P;1;H;1;0;tacs
401;1;1;1;333;R;1;T;1;0;tacs
401;4;1;4;440;P;1;H;1;0;tacs
401;2;1;2;367;R;1;H;1;0;tacs
401;1;1;1;329;P;1;H;1;0;tacs
401;3;1;3;531;R;1;H;1;0;tacs
401;2;1;2;518;P;1;H;1;0;tacs
401;4;1;4;377;R;1;H;1;0;tacs
401;3;1;3;578;P;1;H;1;0;tacs
401;1;0;2;498;R;1;H;1;0;tacs
401;4;1;4;440;P;1;H;1;0;tacs
401;1;1;1;447;R;1;T;1;1;tacs
401;1;1;1;405;P;1;H;1;0;tacs
401;2;1;2;525;R;1;H;1;1;tacs
401;2;1;2;336;P;1;H;1;0;tacs
401;3;1;3;379;R;1;H;1;1;tacs
401;3;1;3;292;P;1;H;1;0;tacs
401;2;1;2;433;R;1;L;1;0;tacs
401;4;1;4;375;P;1;H;1;0;tacs
401;4;1;4;385;R;1;L;1;0;tacs
401;1;1;1;330;P;1;H;1;0;tacs
401;4;1;4;485;R;1;T;1;0;tacs
401;2;1;2;409;P;1;H;1;0;tacs
401;2;1;2;337;R;1;L;1;0;tacs
401;3;1;3;396;P;1;H;1;0;tacs
401;1;1;1;372;R;1;L;1;0;tacs
401;4;1;4;414;P;1;H;1;0;tacs
401;1;1;1;565;R;1;T;1;1;tacs
401;1;1;1;358;P;1;H;1;0;tacs
401;2;1;2;384;R;1;H;1;1;tacs
401;2;1;2;329;P;1;H;1;0;tacs
401;1;1;1;500;R;1;L;1;0;tacs
401;3;1;3;440;P;1;H;1;0;tacs
401;2;0;1;334;R;1;H;1;0;tacs
401;4;1;4;470;P;1;H;1;0;tacs
401;3;1;3;491;R;1;H;1;0;tacs
401;1;1;1;415;P;1;H;1;0;tacs
401;2;1;2;375;R;1;L;1;1;tacs
401;2;1;2;480;P;1;H;1;0;tacs
401;4;1;4;436;R;1;L;1;0;tacs
401;3;1;3;347;P;1;H;1;0;tacs
401;2;1;2;373;R;1;L;1;0;tacs
401;4;1;4;431;P;1;H;1;0;tacs
401;3;1;3;341;R;1;H;1;0;tacs
401;1;1;1;448;P;1;H;1;0;tacs
401;3;1;3;406;R;1;T;1;0;tacs
401;2;1;2;398;P;1;H;1;0;tacs
401;1;1;1;518;R;1;L;1;0;tacs
401;3;0;4;361;P;1;H;1;0;tacs
401;2;1;2;452;R;1;H;1;0;tacs
401;4;1;4;330;P;1;H;1;0;tacs
401;4;1;4;373;R;1;L;1;0;tacs
401;1;1;1;462;P;1;H;1;0;tacs
401;2;1;2;371;R;1;L;1;1;tacs
401;2;1;2;429;P;1;H;1;0;tacs
401;3;1;3;403;R;1;H;1;1;tacs
401;3;1;3;348;P;1;H;1;0;tacs
401;4;1;4;326;R;1;H;1;1;tacs
401;4;1;4;305;P;1;H;1;0;tacs
401;4;1;4;414;R;1;R;1;0;tacs
401;1;1;1;485;P;1;H;1;0;tacs
401;2;0;3;298;R;1;L;1;0;tacs
401;2;1;2;406;P;1;H;1;0;tacs
401;2;1;2;350;R;1;R;1;0;tacs
401;3;0;2;504;P;1;H;1;0;tacs
401;2;1;2;471;R;1;T;1;0;tacs
401;4;0;3;284;P;1;H;1;0;tacs
401;2;1;2;427;R;1;L;2;1;tacs
401;2;1;2;306;P;1;H;2;0;tacs
401;3;1;3;495;R;1;H;2;1;tacs
401;3;1;3;371;P;1;H;2;0;tacs
401;2;1;2;461;R;1;L;2;0;tacs
401;4;1;4;323;P;1;H;2;0;tacs
401;3;1;3;254;R;1;H;2;0;tacs
401;1;1;1;509;P;1;H;2;0;tacs
401;4;0;3;369;R;1;H;2;0;tacs
401;2;1;2;430;P;1;H;2;0;tacs
401;2;1;2;340;R;1;L;2;0;tacs
401;3;1;3;351;P;1;H;2;1;tacs
401;3;1;3;282;R;1;H;2;0;tacs
401;4;1;4;311;P;1;H;2;0;tacs
401;1;1;1;451;R;1;L;2;1;tacs
401;1;1;1;345;P;1;H;2;0;tacs
401;1;1;1;515;R;1;R;2;0;tacs
401;2;1;2;374;P;1;H;2;0;tacs
401;4;1;4;352;R;1;L;2;0;tacs
401;3;1;3;378;P;1;H;2;0;tacs
401;3;1;3;371;R;1;L;2;0;tacs
401;4;1;4;380;P;1;H;2;0;tacs
401;3;1;3;309;R;1;T;2;0;tacs
401;1;1;1;418;P;1;H;2;0;tacs
401;4;1;4;345;R;1;H;2;0;tacs
401;2;1;2;355;P;1;H;2;0;tacs
401;2;1;2;381;R;1;L;2;0;tacs
401;3;1;3;294;P;1;H;2;1;tacs
401;3;1;3;307;R;1;H;2;0;tacs
401;4;1;4;288;P;1;H;2;0;tacs
401;2;1;2;381;R;1;L;2;0;tacs
401;1;1;1;438;P;1;H;2;0;tacs
401;3;1;3;284;R;1;H;2;0;tacs
401;2;0;4;297;P;1;H;2;1;tacs
401;4;1;4;342;R;1;H;2;0;tacs
401;3;1;3;369;P;1;H;2;0;tacs
401;1;1;1;330;R;1;H;2;0;tacs
401;4;1;4;437;P;1;H;2;0;tacs
401;1;1;1;507;R;1;T;2;1;tacs
401;1;1;1;384;P;1;H;2;0;tacs
401;3;0;4;343;R;1;L;2;0;tacs
401;2;1;2;342;P;1;H;2;0;tacs
401;4;1;4;369;R;1;H;2;0;tacs
401;3;0;4;363;P;1;H;2;0;tacs
401;3;1;3;393;R;1;L;2;0;tacs
401;4;1;4;354;P;1;H;2;0;tacs
401;2;1;2;348;R;1;L;2;0;tacs
401;1;1;1;343;P;1;H;2;0;tacs
401;3;1;3;354;R;1;H;2;0;tacs
401;2;0;3;428;P;1;H;2;0;tacs
401;4;1;4;298;R;1;H;2;0;tacs
401;3;1;3;326;P;1;H;2;0;tacs
401;3;1;3;370;R;1;L;2;0;tacs
401;4;1;4;411;P;1;H;2;0;tacs
401;3;1;3;371;R;1;T;2;0;tacs
401;1;0;3;172;P;1;H;2;0;tacs
401;2;1;2;303;R;1;L;2;1;tacs
401;2;1;2;332;P;1;H;2;0;tacs
401;2;1;2;391;R;1;R;2;0;tacs
401;3;1;3;559;P;1;H;2;0;tacs
401;4;0;3;65;R;1;L;2;0;tacs
401;4;1;4;166;P;1;H;2;0;tacs
401;2;1;2;392;R;1;L;2;0;tacs
401;1;1;1;353;P;1;H;2;0;tacs
401;3;1;3;267;R;1;H;2;0;tacs
401;2;1;2;377;P;1;H;2;0;tacs
401;4;1;4;402;R;1;H;2;0;tacs
401;3;1;3;330;P;1;H;2;0;tacs
401;4;1;4;437;R;1;T;2;1;tacs
401;4;1;4;556;P;1;H;2;0;tacs
401;3;1;3;333;R;1;L;2;0;tacs
401;1;1;1;600;P;1;H;2;0;tacs
401;1;1;1;343;R;1;L;2;0;tacs
401;2;0;3;338;P;1;H;2;0;tacs
401;3;1;3;465;R;1;L;2;1;tacs
401;3;1;3;438;P;1;H;2;0;tacs
401;3;1;3;301;R;1;R;2;0;tacs
401;4;1;4;361;P;1;H;2;0;tacs
401;2;0;1;362;R;1;L;2;0;tacs
401;2;1;2;309;P;1;H;2;0;tacs
401;1;1;1;370;R;1;L;2;0;tacs
401;3;1;3;475;P;1;H;2;0;tacs
401;1;1;1;401;R;1;T;2;0;tacs
401;4;1;4;425;P;1;H;2;0;tacs
401;3;1;3;400;R;1;L;2;0;tacs
401;1;1;1;360;P;1;H;2;0;tacs
401;1;1;1;418;R;1;L;2;0;tacs
401;2;1;2;442;P;1;H;2;1;tacs
401;2;1;2;320;R;1;H;2;0;tacs
401;3;1;3;476;P;1;H;2;0;tacs
401;4;1;4;369;R;1;L;2;1;tacs
401;4;1;4;267;P;1;H;2;0;tacs
401;3;1;3;456;R;1;L;2;0;tacs
401;1;1;1;430;P;1;H;2;0;tacs
401;3;1;3;357;R;1;T;2;0;tacs
401;2;1;2;351;P;1;H;2;0;tacs
401;2;1;2;361;R;1;L;2;0;tacs
401;3;1;3;499;P;1;H;2;1;tacs
401;3;1;3;359;R;1;H;2;0;tacs
401;4;1;4;321;P;1;H;2;0;tacs
401;1;1;1;477;R;1;L;2;1;tacs
401;1;1;1;354;P;1;H;2;0;tacs
401;2;1;2;348;R;1;H;2;1;tacs
401;2;1;2;310;P;1;H;2;0;tacs
401;3;1;3;323;R;1;H;2;1;tacs
401;3;1;3;238;P;1;H;2;0;tacs
401;1;1;1;478;R;1;L;2;0;tacs
401;4;1;4;451;P;1;H;2;0;tacs
401;3;1;3;345;R;1;L;2;0;tacs
401;1;1;1;387;P;1;H;2;0;tacs
401;2;1;2;428;R;1;L;2;1;tacs
401;2;1;2;434;P;1;H;2;0;tacs
401;1;1;1;457;R;1;L;2;0;tacs
401;3;1;3;527;P;1;H;2;0;tacs
401;3;1;3;482;R;1;L;2;0;tacs
401;4;1;4;310;P;1;H;2;0;tacs
401;3;0;2;435;R;1;T;2;0;tacs
401;1;1;1;445;P;1;H;2;0;tacs
401;4;1;4;579;R;1;H;2;0;tacs
401;2;1;2;515;P;1;H;2;0;tacs
401;1;1;1;470;R;1;H;2;0;tacs
401;3;1;3;331;P;1;H;2;0;tacs
401;3;1;3;342;R;1;L;2;0;tacs
401;4;1;4;289;P;1;H;2;0;tacs
401;3;1;3;382;R;1;T;2;0;tacs
401;1;1;1;391;P;1;H;2;0;tacs
401;2;1;2;512;R;1;L;2;1;tacs
401;2;1;2;435;P;1;H;2;0;tacs
401;3;1;3;313;R;1;H;2;1;tacs
401;3;1;3;277;P;1;H;2;0;tacs
401;4;1;4;498;R;1;H;2;1;tacs
401;4;1;4;214;P;1;H;2;0;tacs
401;1;1;1;406;R;1;H;2;1;tacs
401;1;1;1;382;P;1;H;2;0;tacs
401;3;1;3;375;R;1;L;2;0;tacs
401;2;1;2;384;P;1;H;2;0;tacs
401;3;0;4;361;R;1;T;2;0;tacs
401;3;1;3;406;P;1;H;2;0;tacs
401;2;1;2;382;R;1;L;2;0;tacs
401;4;1;4;359;P;1;H;2;0;tacs
401;2;1;2;385;R;1;T;2;0;tacs
401;1;1;1;378;P;1;H;2;0;tacs
401;1;1;1;338;R;1;L;2;0;tacs
401;2;1;2;349;P;1;H;2;0;tacs
401;3;1;3;344;R;1;L;2;1;tacs
401;3;1;3;323;P;1;H;2;0;tacs
401;2;1;2;430;R;1;L;2;0;tacs
401;4;0;3;341;P;1;H;2;0;tacs
401;2;1;2;368;R;1;T;2;0;tacs
401;1;1;1;377;P;1;H;2;0;tacs
401;4;1;4;403;R;1;L;2;0;tacs
401;2;1;2;363;P;1;H;2;0;tacs
401;1;1;1;325;R;1;H;2;0;tacs
401;3;1;3;256;P;1;H;2;0;tacs
401;1;1;1;335;R;1;T;2;0;tacs
401;4;1;4;298;P;1;H;2;0;tacs
401;3;1;3;407;R;1;L;2;0;tacs
401;2;0;1;287;P;1;H;2;0;tacs
401;4;1;4;302;R;1;H;2;0;tacs
401;3;1;3;314;P;1;H;2;0;tacs
401;4;0;3;454;R;1;T;2;0;tacs
401;4;0;3;320;P;1;H;2;0;tacs
401;4;1;4;303;R;1;R;2;0;tacs
401;1;1;1;348;P;1;H;2;1;tacs
401;1;1;1;262;R;1;H;2;0;tacs
401;2;1;2;404;P;1;H;2;0;tacs
401;3;1;3;332;R;1;L;2;1;tacs
401;3;1;3;279;P;1;H;2;0;tacs
401;2;1;2;404;R;1;L;2;0;tacs
401;4;1;4;300;P;1;H;2;0;tacs
401;2;1;2;344;R;1;T;2;0;tacs
401;1;1;1;371;P;1;H;2;0;tacs
401;2;1;2;428;R;1;T;2;1;tacs
401;2;1;2;371;P;1;H;2;0;tacs
401;3;0;4;332;R;1;H;2;0;tacs
401;3;1;3;268;P;1;H;2;0;tacs
401;1;1;1;313;R;1;L;2;0;tacs
401;4;0;1;165;P;1;H;2;0;tacs
401;1;1;1;363;R;1;T;2;1;tacs
401;1;1;1;341;P;1;H;2;0;tacs
401;1;1;1;304;R;1;R;2;0;tacs
401;2;1;2;428;P;1;H;2;0;tacs
401;1;1;1;563;R;1;T;2;0;tacs
401;3;1;3;420;P;1;H;2;0;tacs
401;4;1;4;363;R;1;L;2;1;tacs
401;4;1;4;309;P;1;H;2;0;tacs
401;2;0;1;337;R;1;L;2;1;tacs
401;1;1;1;354;P;1;H;2;0;tacs
